content,label,tokens
什么是浮动床离子交换处理,1.0,"['什么', '是', '浮动', '床', '离子交换', '处理']"
浮动床离子交换处理是在进行离子交换时水从,0.0,"['浮动', '床', '离子交换', '处理', '是', '在', '进行', '离子交换', '时水', '从']"
在浮动状态层的区间里树脂在水中呈现自由浮,0.0,"['在', '浮动', '状态', '层', '的', '区间', '里', '树脂', '在', '水中', '呈现', '自由', '浮']"
浮动床大都采用逆流再生水流从下而上再生液,0.0,"['浮动', '床', '大都', '采用', '逆流', '再生', '水流', '从', '下', '而', '上', '再生', '液']"
如何进行浮动床的操作控制,1.0,"['如何', '进行', '浮动', '床', '的', '操作控制']"
置换及正洗操作关再生液进行置换操作控制流,0.0,"['置换', '及', '正洗', '操作', '关', '再生', '液', '进行', '置换', '操作控制', '流']"
什么叫落床浮动床对落床有什么要求落床有几种方法,1.0,"['什么', '叫', '落床', '浮动', '床', '对', '落床', '有', '什么', '要求', '落床', '有', '几种', '方法']"
浮动床落床要求树脂迅速下落避免乱层因为浮,0.0,"['浮动', '床落床', '要求', '树脂', '迅速', '下落', '避免', '乱层', '因为', '浮']"
在落床时树脂层和床内水做相对运动树脂颗粒,0.0,"['在', '落床', '时', '树脂层', '和', '床', '内水', '做', '相对运动', '树脂', '颗粒']"
备用的浮动床投运前为什么要正洗,1.0,"['备用', '的', '浮动', '床', '投运', '前', '为什么', '要', '正洗']"
再生合格的浮动床在备用期间会由于种种原因,0.0,"['再生', '合格', '的', '浮动', '床', '在', '备用', '期间', '会', '由于', '种种原因']"
杂质的污染关于这个问题有两种观点一种认为,0.0,"['杂质', '的', '污染', '关于', '这个', '问题', '有', '两种', '观点', '一种', '认为']"
另一种观点则认为是由于系统中的杂物如铁等,0.0,"['另', '一种', '观点', '则', '认为', '是', '由于', '系统', '中', '的', '杂物', '如铁', '等']"
浮动床在运行中应注意哪些问题,1.0,"['浮动', '床', '在', '运行', '中应', '注意', '哪些', '问题']"
要防止空气进入浮动床顺流床有约的空间为水,0.0,"['要', '防止', '空气', '进入', '浮动', '床', '顺流', '床有', '约', '的', '空间', '为水']"
应防止阴浮动床中混入阳树脂阴浮动床中混入,0.0,"['应', '防止', '阴', '浮动', '床中', '混入', '阳', '树脂', '阴', '浮动', '床中', '混入']"
入床水浑浊度要尽量小浮动床对入床的浑浊度,0.0,"['入床', '水', '浑浊度', '要', '尽量', '小', '浮动', '床', '对', '入床', '的', '浑浊度']"
为了使液流向上时不乱层并减少阻力不少单位,0.0,"['为了', '使液', '流向', '上时', '不乱层', '并', '减少', '阻力', '不少', '单位']"
什么是半逆流再生,1.0,"['什么', '是', '半', '逆流', '再生']"
半逆流再生是四床五塔式除盐系统离子交换处,0.0,"['半', '逆流', '再生', '是', '四床', '五', '塔式', '除盐', '系统', '离子交换', '处']"
什么是双层床离子交换处理,1.0,"['什么', '是', '双层床', '离子交换', '处理']"
双层床离子交换处理是将两种具备不同的相对,0.0,"['双层床', '离子交换', '处理', '是', '将', '两种', '具备', '不同', '的', '相对']"
有两种树脂同存于一个交换器中可以充分利用,0.0,"['有', '两种', '树脂', '同存于', '一个', '交换器', '中', '可以', '充分利用']"
提高了树脂的利用率工作交换容量和出水水质,0.0,"['提高', '了', '树脂', '的', '利用率', '工作', '交换', '容量', '和', '出水', '水质']"
如何进行双层床的再生操作,1.0,"['如何', '进行', '双层床', '的', '再生', '操作']"
小反洗操作当运行至树脂失效之后先从中排管,0.0,"['小', '反洗', '操作', '当', '运行', '至', '树脂', '失效', '之后', '先', '从中', '排管']"
双层床的反洗分层操作阳双层床运行周期左右,0.0,"['双层床', '的', '反洗', '分层', '操作', '阳', '双层床', '运行', '周期', '左右']"
什么是双室双层床离子交换处理,1.0,"['什么', '是', '双室', '双层床', '离子交换', '处理']"
在进行离子交换时吸附水中的不同离子与各种,0.0,"['在', '进行', '离子交换', '时', '吸附', '水中', '的', '不同', '离子', '与', '各种']"
什么是双室双层浮动床,1.0,"['什么', '是', '双室', '双层', '浮动', '床']"
双室双层浮动床交换器由上中下三块多孔板将,0.0,"['双室', '双层', '浮动', '床', '交换器', '由', '上中下', '三块', '多孔', '板', '将']"
运行时水是从交换器底部进入经过多孔板及水,0.0,"['运行', '时', '水', '是从', '交换器', '底部', '进入', '经过', '多孔', '板及', '水']"
双室双层浮动床的再生其再生剂是从交换器的,0.0,"['双室', '双层', '浮动', '床', '的', '再生', '其', '再生', '剂', '是从', '交换器', '的']"
如何进行双室双层浮动床的操作控制,1.0,"['如何', '进行', '双室', '双层', '浮动', '床', '的', '操作控制']"
成床开出水阀再开进水阀控制流速约左右即可,0.0,"['成床', '开出', '水阀', '再', '开进', '水阀', '控制', '流速', '约', '左右', '即可']"
落床树脂经过离子交换失效之后进行再生前的,0.0,"['落床', '树脂', '经过', '离子交换', '失效', '之后', '进行', '再', '生前', '的']"
再生置换正洗先配好左右浓度的再生液打开排,0.0,"['再生', '置换', '正洗', '先配', '好', '左右', '浓度', '的', '再生', '液', '打开', '排']"
反洗阳床经过周期左右阴床经过周期左右的运,0.0,"['反洗', '阳床', '经过', '周期', '左右', '阴床', '经过', '周期', '左右', '的', '运']"
什么是三室床,1.0,"['什么', '是', '三室', '床']"
在一个交换器内除了进出水布水装置之外用两,0.0,"['在', '一个', '交换器', '内', '除了', '进出', '水布水', '装置', '之外', '用', '两']"
由于普通混合床的阴阳树脂分层困难再生剂易,0.0,"['由于', '普通', '混合', '床', '的', '阴阳', '树脂', '分层', '困难', '再生', '剂易']"
三室床有如下特点渗透冲击压力小因为渗透冲,0.0,"['三室', '床有', '如下', '特点', '渗透', '冲击', '压力', '小', '因为', '渗透', '冲']"
三室床运行中树脂的应力小因为三室床中树脂,0.0,"['三室', '床', '运行', '中', '树脂', '的', '应力', '小', '因为', '三室', '床中', '树脂']"
什么是三层混合床,1.0,"['什么', '是', '三层', '混合', '床']"
我们知道普通混合床是阴阳树脂相混设有中间,0.0,"['我们', '知道', '普通', '混合', '床', '是', '阴阳', '树脂', '相混', '设有', '中间']"
离子交换塔内加入惰性树脂有什么作用,1.0,"['离子交换', '塔内', '加入', '惰性', '树脂', '有', '什么', '作用']"
浮动床内装入的聚氯乙烯白球层再生时再生剂,0.0,"['浮动', '床内', '装入', '的', '聚氯乙烯', '白球层', '再生', '时', '再生', '剂']"
混合床加入一层惰性树脂是为了避免阴阳树脂,0.0,"['混合', '床', '加入', '一层', '惰性', '树脂', '是', '为了', '避免', '阴阳', '树脂']"
什么叫氢离子精处理,1.0,"['什么', '叫', '氢离子', '精', '处理']"
复床出水的电导率一般小于而杂质钠离子会引,0.0,"['复床', '出水', '的', '电导率', '一般', '小于', '而', '杂质', '钠离子', '会引']"
这个氢型阳离子交换器即称为氢离子精处理它,0.0,"['这个', '氢型', '阳离子', '交换器', '即', '称为', '氢离子', '精', '处理', '它']"
什么是除碳器,1.0,"['什么', '是', '除', '碳器']"
除碳器又称二氧化碳脱气塔由于原水中含有大,0.0,"['除碳器', '又称', '二氧化碳', '脱气', '塔', '由于', '原', '水中', '含有', '大']"
当增加即越低时上述反应就向右进行此时用一,0.0,"['当', '增加', '即越', '低时', '上述', '反应', '就', '向', '右', '进行', '此时', '用', '一']"
被处理的水从除气塔的顶部经喷淋装置喷洒而,0.0,"['被', '处理', '的', '水', '从', '除', '气塔', '的', '顶部', '经', '喷淋', '装置', '喷洒', '而']"
可达到水中的二氧化碳及氧气等逸出并被抽走,0.0,"['可', '达到', '水中', '的', '二氧化碳', '及', '氧气', '等逸出', '并', '被', '抽走']"
影响除碳效果的因素有哪些,1.0,"['影响', '除碳', '效果', '的', '因素', '有', '哪些']"
风压选择鼓风机时应考虑塔内填料层的阻力以,0.0,"['风压', '选择', '鼓风机', '时应', '考虑', '塔内', '填料', '层', '的', '阻力', '以']"
除碳器的鼓风机的进风质量要好要新鲜空气不,0.0,"['除碳器', '的', '鼓风机', '的', '进风', '质量', '要', '好', '要', '新鲜空气', '不']"
除碳器在运行中易出现哪些异常现象应如何处理,1.0,"['除碳器', '在', '运行', '中易', '出现', '哪些', '异常现象', '应', '如何', '处理']"
多面空心球填料有什么优点,1.0,"['多面', '空心球', '填料', '有', '什么', '优点']"
在风水比相近的情况下对拉钸环填料为对空心,0.0,"['在', '风水', '比', '相近', '的', '情况', '下', '对', '拉', '钸', '环', '填料', '为', '对', '空心']"
对离子交换器排水装置垫层的石英砂应有什么要求,1.0,"['对', '离子交换', '器', '排水', '装置', '垫层', '的', '石英砂', '应有', '什么', '要求']"
用石英砂做垫层要求含量在以上并要求尽力选,0.0,"['用', '石英砂', '做', '垫层', '要求', '含量', '在', '以上', '并', '要求', '尽力', '选']"
如何防止盐酸贮槽上发生酸雾,1.0,"['如何', '防止', '盐酸', '贮槽', '上', '发生', '酸雾']"
石蜡油液封石蜡油或称白油的化学性质稳定一,0.0,"['石蜡油', '液封', '石蜡油', '或称', '白油', '的', '化学性质', '稳定', '一']"
什么是超声波树脂清洗器,1.0,"['什么', '是', '超声波', '树脂', '清洗器']"
这种净化装置可以消除树脂颗粒表面的污染物,0.0,"['这种', '净化', '装置', '可以', '消除', '树脂', '颗粒', '表面', '的', '污染物']"
什么是树脂捕捉集器,1.0,"['什么', '是', '树脂', '捕捉', '集器']"
如何去除胶体硅,1.0,"['如何', '去除', '胶体', '硅']"
除盐水中的胶体硅一旦进入锅炉在高温高压的,0.0,"['除', '盐水', '中', '的', '胶体', '硅', '一旦', '进入', '锅炉', '在', '高温高压', '的']"
由于胶体硅的颗粒十分微小粒径约表面常有负,0.0,"['由于', '胶体', '硅', '的', '颗粒', '十分', '微小', '粒径', '约', '表面', '常有', '负']"
测定水中硅酸时为什么要严格控制酸度,1.0,"['测定', '水中', '硅酸', '时', '为什么', '要', '严格控制', '酸度']"
以比色法测定水中的溶解硅时是在的低酸度下,0.0,"['以', '比色法', '测定', '水中', '的', '溶解', '硅时', '是', '在', '的', '低', '酸度', '下']"
当在测定炉水的溶解硅时因常有一定量的磷酸,0.0,"['当', '在', '测定', '炉水', '的', '溶解', '硅时', '因', '常有', '一定量', '的', '磷酸']"
水中胶体硅的测定目前的方法是用氢氟酸在下,0.0,"['水中', '胶体', '硅', '的', '测定', '目前', '的', '方法', '是', '用', '氢氟酸', '在', '下']"
无钠水无硅水是怎样制备的,1.0,"['无钠', '水', '无', '硅水', '是', '怎样', '制备', '的']"
在测定阳床出水的钠度复床和混合床出水的硅,0.0,"['在', '测定', '阳床', '出水', '的', '钠度', '复床', '和', '混合', '床', '出水', '的', '硅']"
无钠水的制备重力水箱里的除盐水先经过混合,0.0,"['无钠', '水', '的', '制备', '重力', '水箱', '里', '的', '除', '盐水', '先', '经过', '混合']"
无硅水的制备重力水箱里的除盐水先经混合床,0.0,"['无硅水', '的', '制备', '重力', '水箱', '里', '的', '除', '盐水', '先经', '混合', '床']"
什么是膜分离膜分离过程的推动力是什么,1.0,"['什么', '是', '膜分离', '膜分离', '过程', '的', '推动力', '是', '什么']"
没有经过处理的水实际上是混合物混合物之所,0.0,"['没有', '经过', '处理', '的', '水', '实际上', '是', '混合物', '混合物', '之', '所']"
物质透过分离膜的能力可以分为两类一种借助,0.0,"['物质', '透过', '分离', '膜', '的', '能力', '可以', '分为', '两类', '一种', '借助']"
我国膜分离技术在水处理领域的应用情况怎样,1.0,"['我国', '膜分离', '技术', '在', '水', '处理', '领域', '的', '应用', '情况', '怎样']"
第一个阶段是世纪年代的开创时期这个时期电,0.0,"['第一个', '阶段', '是', '世纪', '年代', '的', '开创', '时期', '这个', '时期', '电']"
第二个阶段是世纪年代这一时期电渗析反渗透,0.0,"['第二个', '阶段', '是', '世纪', '年代', '这', '一时期', '电渗析', '反渗透']"
第三个阶段是世纪年代又后这一时期我国膜分,0.0,"['第三个', '阶段', '是', '世纪', '年代', '又', '后', '这', '一时期', '我国', '膜', '分']"
膜分离的基本原理是什么机理如何,1.0,"['膜分离', '的', '基本原理', '是', '什么', '机理', '如何']"
根据混合物的不同化学性质物质通过分离膜的,0.0,"['根据', '混合物', '的', '不同', '化学性质', '物质', '通过', '分离', '膜', '的']"
膜分离技术有些什么特点,1.0,"['膜分离', '技术', '有些', '什么', '特点']"
膜分离过程的能耗比较低大多数膜分离过程都,0.0,"['膜分离', '过程', '的', '能耗', '比较', '低', '大多数', '膜分离', '过程', '都']"
多数膜分离过程的工作温度与室温接近因此特,0.0,"['多数', '膜分离', '过程', '的', '工作温度', '与', '室温', '接近', '因此', '特']"
工业水处理使用的膜有哪些类型,1.0,"['工业', '水', '处理', '使用', '的', '膜', '有', '哪些', '类型']"
工业水处理采用的膜分离技术主要有反渗透超,0.0,"['工业', '水', '处理', '采用', '的', '膜分离', '技术', '主要', '有', '反渗透', '超']"
反渗透膜主要有纤维素和非纤维素两类其中纤,0.0,"['反渗透膜', '主要', '有', '纤维素', '和', '非', '纤维素', '两类', '其中', '纤']"
超滤膜与反渗透膜都是不具备离子交换性质的,0.0,"['超滤膜', '与', '反渗透膜', '都', '是', '不', '具备', '离子交换', '性质', '的']"
超滤膜和反渗透膜中的纤维素膜有超薄式膜非,0.0,"['超滤膜', '和', '反渗透膜', '中', '的', '纤维素', '膜', '有', '超薄', '式', '膜', '非']"
超滤膜和反渗透膜中的非纤维素膜有芳香族聚,0.0,"['超滤膜', '和', '反渗透膜', '中', '的', '非', '纤维素', '膜', '有', '芳香族', '聚']"
电渗析膜是离子交换膜为电力推动式滤膜主要,0.0,"['电渗析', '膜', '是', '离子交换', '膜', '为', '电力', '推动', '式', '滤膜', '主要']"
徴滤又称为精过滤其基本原理属于筛网状过滤,0.0,"['徴', '滤', '又', '称为', '精', '过滤', '其', '基本原理', '属于', '筛', '网状', '过滤']"
什么叫渗析什么叫电渗析,1.0,"['什么', '叫', '渗析', '什么', '叫', '电渗析']"
渗析是属于一种自然发生的物理现象如将两种,0.0,"['渗析', '是', '属于', '一种', '自然', '发生', '的', '物理现象', '如', '将', '两种']"
种渗析是由于含盐量浓度不同而引起的称为浓,0.0,"['种', '渗析', '是', '由于', '含盐量', '浓度', '不同', '而', '引起', '的', '称为', '浓']"
电渗析的除盐原理是什么,1.0,"['电渗析', '的', '除', '盐', '原理', '是', '什么']"
在用电渗析进行除盐处理时先将电渗析器两端,0.0,"['在', '用', '电渗析', '进行', '除盐', '处理', '时先', '将', '电渗析', '器', '两端']"
电渗析的除盐处理过程如何,1.0,"['电渗析', '的', '除', '盐', '处理过程', '如何']"
反离子迁移过程阳膜上的固定基团带负电荷阴,0.0,"['反离子', '迁移', '过程', '阳膜', '上', '的', '固定', '基团', '带', '负电荷', '阴']"
同性离子迁移过程与膜上固定基团带相同电荷,0.0,"['同性', '离子', '迁移', '过程', '与', '膜', '上', '固定', '基团', '带', '相同', '电荷']"
电解质的浓差扩散过程这是由于浓水室与淡水,0.0,"['电解质', '的', '浓差', '扩散', '过程', '这是', '由于', '浓水室', '与', '淡水']"
在运行时由于操作不良而造成极化现象使淡水,0.0,"['在', '运行', '时', '由于', '操作', '不良', '而', '造成', '极化', '现象', '使', '淡水']"
如何确定电渗析的运行参数,1.0,"['如何', '确定', '电渗析', '的', '运行', '参数']"
流速和压力电渗析器有一定的额定流量不能过,0.0,"['流速', '和', '压力', '电渗析', '器有', '一定', '的', '额定', '流量', '不能', '过']"
电流和电压电渗析器以电位差为动力进行除盐,0.0,"['电流', '和', '电压', '电渗析', '器以', '电位差', '为', '动力', '进行', '除盐']"
倒极和酸洗倒极就是将运行的电渗析器阴阳极,0.0,"['倒', '极', '和', '酸洗', '倒', '极', '就是', '将', '运行', '的', '电渗析', '器', '阴阳', '极']"
如何处理电渗析器的常见故障,1.0,"['如何', '处理', '电渗析', '器', '的', '常见故障']"
故障的原因可能是开车前管路未冲洗干净致使,0.0,"['故障', '的', '原因', '可能', '是', '开车', '前', '管路', '未', '冲洗', '干净', '致使']"
上述故障的处理方法是拆开电渗析器清除出水,0.0,"['上述', '故障', '的', '处理', '方法', '是', '拆开', '电渗析', '器', '清除', '出水']"
处理方法是及时调换破膜或断极电极的接触始,0.0,"['处理', '方法', '是', '及时', '调换', '破膜', '或断', '极', '电极', '的', '接触', '始']"
原因是组装时螺杆未拧紧隔板边框夹有杂物和,0.0,"['原因', '是', '组装', '时', '螺杆', '未', '拧紧', '隔板', '边框', '夹有', '杂物', '和']"
处理方法是检查和拧紧螺杆清除边框杂物或调,0.0,"['处理', '方法', '是', '检查和', '拧紧', '螺杆', '清除', '边框', '杂物', '或调']"
电渗析的极化沉淀如何防止和消除,1.0,"['电渗析', '的', '极化', '沉淀', '如何', '防止', '和', '消除']"
由于水中离子在膜中的迁移速度大于在水溶液,0.0,"['由于', '水中', '离子', '在', '膜', '中', '的', '迁移', '速度', '大于', '在', '水溶液']"
对于交换能力差异较小的不同离子例如化合价,0.0,"['对于', '交换', '能力差异', '较', '小', '的', '不同', '离子', '例如', '化合价']"
什么叫固定床有什么特点,1.0,"['什么', '叫', '固定床', '有', '什么', '特点']"
固定床工艺有两个特点所用树脂量较大但其利,0.0,"['固定床', '工艺', '有', '两个', '特点', '所用', '树脂', '量', '较大', '但', '其利']"
从目前情况看固定床工艺应用时间较长工艺和,0.0,"['从', '目前', '情况', '看', '固定床', '工艺', '应用', '时间', '较长', '工艺', '和']"
固定床离子交换剂的再生有哪些方式,1.0,"['固定床', '离子交换', '剂', '的', '再生', '有', '哪些', '方式']"
顺流再生方式运行时水流的方向和再生时再生,0.0,"['顺流', '再生', '方式', '运行', '时', '水流', '的', '方向', '和', '再生', '时', '再生']"
固定床顺流再生的操作如何进行,1.0,"['固定床', '顺流', '再生', '的', '操作', '如何', '进行']"
反洗在离子交换剂失效之后进行一次自下而上,0.0,"['反洗', '在', '离子交换', '剂', '失效', '之后', '进行', '一次', '自下而上']"
顺流床在再生时会出现哪些异常现象应如何处理,1.0,"['顺流', '床', '在', '再生', '时会', '出现', '哪些', '异常现象', '应', '如何', '处理']"
顺流床反洗跑树脂应怎样处理,1.0,"['顺流', '床', '反洗', '跑', '树脂', '应', '怎样', '处理']"
在操作时尽管反洗水流量不大但由于水流从狭,0.0,"['在', '操作', '时', '尽管', '反洗', '水流量', '不大', '但', '由于', '水流', '从', '狭']"
偏流有两种情况可能产生树脂层的偏流一是前,0.0,"['偏流', '有', '两种', '情况', '可能', '产生', '树脂层', '的', '偏流', '一是', '前']"
反洗操作不当上部树脂有空气若树脂中有空气,0.0,"['反洗', '操作', '不当', '上部', '树脂', '有', '空气', '若', '树脂', '中有', '空气']"
固定床逆流再生如何进行操作控制,1.0,"['固定床', '逆流', '再生', '如何', '进行', '操作控制']"
小反洗操作当交换器运行失效之后即行停运小,0.0,"['小', '反洗', '操作', '当', '交换器', '运行', '失效', '之后', '即', '行', '停运', '小']"
顶压操作从交换器顶部送入压缩空气对压缩空,0.0,"['顶压', '操作', '从', '交换器', '顶部', '送入', '压缩空气', '对', '压缩', '空']"
顶压除用压缩空气之外也可以用水压力控制在,0.0,"['顶压', '除用', '压缩空气', '之外', '也', '可以', '用水', '压力', '控制', '在']"
再生操作时要特别注意中间排水管的排出液中,0.0,"['再生', '操作', '时要', '特别', '注意', '中间', '排水管', '的', '排出', '液中']"
置换操作在再生结束之后停止进再生液用除盐,0.0,"['置换', '操作', '在', '再生', '结束', '之后', '停止', '进', '再生', '液用', '除', '盐']"
大反洗操作当阳离子交换器经过次左右制水周,0.0,"['大', '反洗', '操作', '当', '阳离子', '交换器', '经过', '次', '左右', '制水周']"
固定床逆流再生工艺有些什么特点,1.0,"['固定床', '逆流', '再生', '工艺', '有些', '什么', '特点']"
水质好由于固定床逆流再生进水自上而下与进,0.0,"['水质', '好', '由于', '固定床', '逆流', '再生', '进水', '自上而下', '与', '进']"
进水相接触进行离子交换从而减少了反离子作,0.0,"['进水', '相', '接触', '进行', '离子交换', '从而', '减少', '了', '反离子', '作']"
再生树脂不乱层固定床逆流再生设有中间排水,0.0,"['再生', '树脂', '不乱层', '固定床', '逆流', '再生', '设有', '中间', '排水']"
再生液消耗低固定床在树脂失效后根据离子选,0.0,"['再生', '液', '消耗', '低', '固定床', '在', '树脂', '失效', '后', '根据', '离子', '选']"
水耗低逆流再生的流速比较低废再生液也少反,0.0,"['水耗', '低', '逆流', '再生', '的', '流速', '比较', '低废', '再生', '液', '也', '少', '反']"
树脂的再生度高经实际测定逆流再生的底层树,0.0,"['树脂', '的', '再生', '度高经', '实际', '测定', '逆流', '再生', '的', '底层', '树']"
逆流床的中间排水装置有什么作用有什么要求,1.0,"['逆流', '床', '的', '中间', '排水', '装置', '有', '什么', '作用', '有', '什么', '要求']"
中间排水装置有三个作用使再生液和冲洗水上,0.0,"['中间', '排水', '装置', '有', '三个', '作用', '使', '再生', '液', '和', '冲洗', '水上']"
再生时防止交换树脂颗粒漏出一般都要采用在,0.0,"['再生', '时', '防止', '交换', '树脂', '颗粒', '漏出', '一般', '都', '要', '采用', '在']"
布液均匀由于支管通常包缝尼龙网水流在支管,0.0,"['布液', '均匀', '由于', '支管', '通常', '包缝', '尼龙网', '水流', '在', '支管']"
计测定阳床出水含钠量应注意什么,1.0,"['计', '测定', '阳床', '出水', '含钠', '量', '应', '注意', '什么']"
电极的处理新电极或久置未用的电极应用蘸有,0.0,"['电极', '的', '处理', '新', '电极', '或久置', '未用', '的', '电极', '应用', '蘸', '有']"
阴床出水电导率始终较高是什么原因,1.0,"['阴床', '出水', '电导率', '始终', '较', '高', '是', '什么', '原因']"
阴床前设有脱碳器的要检查一下脱碳效率有时,0.0,"['阴床', '前', '设有', '脱碳', '器', '的', '要', '检查一下', '脱碳', '效率', '有时']"
影响电导率测定的有哪些因素,1.0,"['影响', '电导率', '测定', '的', '有', '哪些因素']"
电导率可定性地反映出水中离子的多少但还不,0.0,"['电导率', '可', '定性', '地', '反映', '出', '水中', '离子', '的', '多少', '但', '还', '不']"
时为参比与水的流速有关因为测定电导率时将,0.0,"['时为', '参比', '与', '水', '的', '流速', '有关', '因为', '测定', '电导率', '时', '将']"
与水质污染影响有关主要是水接触空气受到空,0.0,"['与', '水质', '污染', '影响', '有关', '主要', '是', '水', '接触', '空气', '受到', '空']"
复床的串联与组联排列运行有什么不同,1.0,"['复床', '的', '串联', '与', '组联', '排列', '运行', '有', '什么', '不同']"
复床的组联排列是将原水进入各台阳床而每台,0.0,"['复床', '的', '组联', '排列', '是', '将', '原水', '进入', '各台阳床', '而', '每台']"
复床的串联排列是原水从一公共的集水总管分,0.0,"['复床', '的', '串联', '排列', '是', '原水', '从', '一', '公共', '的', '集水', '总管', '分']"
称单元式组合这种排列的优点是一个系列的复,0.0,"['称', '单元式', '组合', '这种', '排列', '的', '优点', '是', '一个系列', '的', '复']"
如何从水质变化情况来判断阴阳床即将失效,1.0,"['如何', '从', '水质', '变化', '情况', '来', '判断', '阴阳', '床', '即将', '失效']"
在实际生产中根据水质变化情况来判断阴阳床,0.0,"['在', '实际', '生产', '中', '根据', '水质', '变化', '情况', '来', '判断', '阴阳', '床']"
如果在运行中阴床先失效这时由于有阳床出水,0.0,"['如果', '在', '运行', '中阴床', '先', '失效', '这时', '由于', '有阳床', '出水']"
控制除盐水的运行终点有哪些方法,1.0,"['控制', '除', '盐水', '的', '运行', '终点', '有', '哪些', '方法']"
制水批量法即制水达到规定的批量后停止运行,0.0,"['制水', '批量', '法即', '制水', '达到', '规定', '的', '批量', '后', '停止', '运行']"
控制电导率或含硅量的失效法根据水质标准当,0.0,"['控制', '电导率', '或', '含', '硅量', '的', '失效', '法', '根据', '水质标准', '当']"
树脂的工交容量法此法是规定阳床及阴床工作,0.0,"['树脂', '的', '工交', '容量', '法', '此法', '是', '规定', '阳床', '及', '阴床', '工作']"
有的正在研制以电导率与制水量的乘积为信号,0.0,"['有', '的', '正在', '研制', '以', '电导率', '与', '制', '水量', '的', '乘积', '为', '信号']"
什么是混合床除盐处理,1.0,"['什么', '是', '混合', '床除', '盐', '处理']"
在同一个交换器中将阴阳离子交换树脂按照一,0.0,"['在', '同一个', '交换器', '中将', '阴阳', '离子交换', '树脂', '按照', '一']"
混合床的阴阳离子交换树脂在交换过程中由于,0.0,"['混合', '床', '的', '阴阳', '离子交换', '树脂', '在', '交换', '过程', '中', '由于']"
当出水水质要求高时混合床中的树脂必须选用,0.0,"['当', '出水', '水质', '要求', '高时', '混合', '床中', '的', '树脂', '必须', '选用']"
由于混合床的交换流速比较高有时超过树脂的,0.0,"['由于', '混合', '床', '的', '交换', '流速', '比较', '高', '有时', '超过', '树脂', '的']"
混合床的除盐处理可以单独使用例如用于处理,0.0,"['混合', '床', '的', '除', '盐', '处理', '可以', '单独', '使用', '例如', '用于', '处理']"
固定式混合床的结构如何,1.0,"['固定式', '混合', '床', '的', '结构', '如何']"
固定式混合床离子交换器上部装有进水排管装,0.0,"['固定式', '混合', '床', '离子交换', '器', '上部', '装有', '进水', '排管装']"
如何进行混合床的操作控制,1.0,"['如何', '进行', '混合', '床', '的', '操作控制']"
反洗分层操作当混合床运行失效之后必须设法,0.0,"['反洗', '分层', '操作', '当', '混合', '床', '运行', '失效', '之后', '必须', '设法']"
混合床树脂分层有时要次甚至次方才分好有的,0.0,"['混合', '床', '树脂', '分层', '有时', '要次', '甚至', '次', '方才', '分好', '有', '的']"
再生操作有体外及体内再生两种而体内再生又,0.0,"['再生', '操作', '有', '体外', '及', '体内', '再生', '两种', '而', '体内', '再生', '又']"
为什么有时混合床的阴阳树脂分层不明显如何处理,1.0,"['为什么', '有时', '混合', '床', '的', '阴阳', '树脂', '分层', '不', '明显', '如何', '处理']"
由此可见阴树脂中的的密度较大在失效时就沉,0.0,"['由此可见', '阴', '树脂', '中', '的', '的', '密度', '较大', '在', '失效', '时', '就', '沉']"
在选择树脂时要考虑到所选择的阴阳树脂有较,0.0,"['在', '选择', '树脂', '时要', '考虑', '到', '所', '选择', '的', '阴阳', '树脂', '有', '较']"
为提高分层效果在分层之前通以质量分数至少,0.0,"['为', '提高', '分层', '效果', '在', '分层', '之前', '通以', '质量', '分数', '至少']"
混床出水值偏低是什么原因,1.0,"['混床', '出水', '值', '偏低', '是', '什么', '原因']"
阴离子树脂被再生酸所污染有三种情况第一种,0.0,"['阴离子', '树脂', '被', '再生', '酸', '所', '污染', '有', '三种', '情况', '第一种']"
阴离子树脂被有机物污染污染阴离子树脂的有,0.0,"['阴离子', '树脂', '被', '有机物', '污染', '污染', '阴离子', '树脂', '的', '有']"
什么叫树脂的抱团现象它是怎样产生的如何消除,1.0,"['什么', '叫', '树脂', '的', '抱团', '现象', '它', '是', '怎样', '产生', '的', '如何', '消除']"
关于抱团有一种说法是当阳阴离子树脂混合在,0.0,"['关于', '抱团', '有', '一种', '说法', '是', '当阳', '阴离子', '树脂', '混合', '在']"
如果在抱团的树脂中加入任何电解质如苛性碱,0.0,"['如果', '在', '抱团', '的', '树脂', '中', '加入', '任何', '电解质', '如', '苛性碱']"
众所周知阳阴离子树脂是否分层明显还与树脂,0.0,"['众所周知', '阳', '阴离子', '树脂', '是否', '分层', '明显', '还', '与', '树脂']"
静置完毕开始分层操作分层时从监视镜应看到,0.0,"['静置', '完毕', '开始', '分层', '操作', '分层', '时', '从', '监视', '镜应', '看到']"
什么是体内再生和体外再生各有什么优缺点,1.0,"['什么', '是', '体内', '再生', '和', '体外', '再生', '各有', '什么', '优缺点']"
体内再生就是失效的树脂仍在原交换器内进行,0.0,"['体内', '再生', '就是', '失效', '的', '树脂', '仍', '在', '原', '交换器', '内', '进行']"
如何选择再生剂,1.0,"['如何', '选择', '再生', '剂']"
再生剂是根据离子交换树脂的性能不同而有区,0.0,"['再生', '剂', '是', '根据', '离子交换', '树脂', '的', '性能', '不同', '而', '有区']"
